order_id,order_date,product_name,category,size,quantity,total_price
1300,2023-01-20 16:31:00,Chocolate Cake,Dessert,Slice,2,6.0
1301,2023-02-27 21:13:00,Green Tea,Tea,Small,2,5.0
1302,2023-05-14 04:03:00,Latte,Coffee,Medium,2,7.0
1303,2023-04-29 20:58:00,Cappuccino,Coffee,Large,2,8.0
1304,2023-01-17 09:42:00,Green Tea,Tea,Medium,1,3.0
1305,2023-04-17 17:22:00,Cappuccino,Coffee,Medium,2,7.0
1306,2023-01-30 06:19:00,Espresso,Coffee,Single,1,2.0
1307,2023-06-21 09:35:00,Latte,Coffee,Small,3,9.0
1308,2023-04-30 05:15:00,Blueberry Muffin,Snack,Standard,1,2.0
1309,2023-02-01 02:24:00,Espresso,Coffee,Double,2,5.0
1310,2023-04-04 22:12:00,Cappuccino,Coffee,Large,2,8.0
1311,2023-06-17 17:02:00,Black Tea,Tea,Medium,1,2.5
1312,2023-05-17 07:23:00,Iced Coffee,Coffee,Small,4,12.0
1313,2023-06-05 00:58:00,Blueberry Muffin,Snack,Standard,1,2.0
1314,2023-03-14 09:07:00,Latte,Coffee,Large,4,16.0
1315,2023-05-10 12:38:00,Iced Coffee,Coffee,Small,1,3.0
1316,2023-01-19 23:16:00,Green Tea,Tea,Small,2,5.0
1317,2023-01-11 23:59:00,Blueberry Muffin,Snack,Standard,3,6.0
1318,2023-01-20 06:56:00,Green Tea,Tea,Medium,3,9.0
1319,2023-02-22 18:30:00,Blueberry Muffin,Snack,Standard,1,2.0
1320,2023-06-28 08:15:00,Iced Coffee,Coffee,Large,2,8.0
1321,2023-04-23 00:40:00,Croissant,Snack,Standard,1,1.5
1322,2023-05-14 16:58:00,Latte,Coffee,Medium,3,10.5
1323,2023-02-22 06:13:00,Espresso,Coffee,Double,2,5.0
1324,2023-01-30 08:36:00,Cappuccino,Coffee,Medium,2,7.0
1325,2023-02-28 08:17:00,Latte,Coffee,Small,4,12.0
1326,2023-04-21 00:52:00,Blueberry Muffin,Snack,Standard,3,6.0
1327,2023-02-22 09:20:00,Black Tea,Tea,Medium,4,10.0
1328,2023-05-26 20:54:00,Espresso,Coffee,Single,2,4.0
1329,2023-01-23 00:50:00,Latte,Coffee,Medium,3,10.5
1330,2023-03-03 12:38:00,Green Tea,Tea,Medium,1,3.0
1331,2023-05-01 14:07:00,Cappuccino,Coffee,Small,1,3.0
1332,2023-03-24 07:42:00,Black Tea,Tea,Medium,2,5.0
1333,2023-05-08 02:18:00,Chocolate Cake,Dessert,Slice,2,6.0
1334,2023-02-24 19:23:00,Espresso,Coffee,Single,4,8.0
1335,2023-03-19 21:06:00,Espresso,Coffee,Double,1,2.5
1336,2023-06-21 05:40:00,Espresso,Coffee,Double,2,5.0
1337,2023-06-11 10:55:00,Black Tea,Tea,Large,1,3.0
1338,2023-01-21 16:18:00,Iced Coffee,Coffee,Medium,1,3.5
1339,2023-03-24 04:20:00,Green Tea,Tea,Small,4,10.0
1340,2023-04-05 01:45:00,Blueberry Muffin,Snack,Standard,1,2.0
1341,2023-04-18 06:03:00,Cheesecake,Dessert,Slice,4,14.0
1342,2023-03-21 12:45:00,Croissant,Snack,Standard,4,6.0
1343,2023-05-25 22:03:00,Iced Coffee,Coffee,Medium,2,7.0
1344,2023-01-23 13:36:00,Cheesecake,Dessert,Slice,4,14.0
1345,2023-03-29 12:37:00,Croissant,Snack,Standard,1,1.5
1346,2023-03-20 04:15:00,Latte,Coffee,Small,1,3.0
1347,2023-01-22 10:47:00,Iced Coffee,Coffee,Small,3,9.0
1348,2023-02-06 03:43:00,Latte,Coffee,Small,2,6.0
1349,2023-02-16 15:20:00,Green Tea,Tea,Small,3,7.5
1350,2023-03-18 11:15:00,Cheesecake,Dessert,Slice,4,14.0
1351,2023-04-18 05:28:00,Chocolate Cake,Dessert,Slice,1,3.0
1352,2023-03-31 03:09:00,Cheesecake,Dessert,Slice,2,7.0
1353,2023-03-02 14:28:00,Green Tea,Tea,Large,4,14.0
1354,2023-05-09 20:44:00,Espresso,Coffee,Single,4,8.0
1355,2023-02-23 10:36:00,Cappuccino,Coffee,Small,3,9.0
1356,2023-03-11 08:05:00,Blueberry Muffin,Snack,Standard,2,4.0
1357,2023-04-11 13:14:00,Cappuccino,Coffee,Large,3,12.0
1358,2023-06-12 23:45:00,Cappuccino,Coffee,Small,2,6.0
1359,2023-04-10 22:51:00,Espresso,Coffee,Double,3,7.5
1360,2023-01-25 18:41:00,Green Tea,Tea,Small,4,10.0
1361,2023-01-16 01:44:00,Blueberry Muffin,Snack,Standard,4,8.0
1362,2023-06-06 10:30:00,Croissant,Snack,Standard,2,3.0
1363,2023-02-15 08:52:00,Black Tea,Tea,Small,3,6.0
1364,2023-04-27 17:05:00,Iced Coffee,Coffee,Small,4,12.0
1365,2023-01-14 11:22:00,Cheesecake,Dessert,Slice,2,7.0
1366,2023-04-12 12:00:00,Cappuccino,Coffee,Large,2,8.0
1367,2023-02-21 15:30:00,Blueberry Muffin,Snack,Standard,4,8.0
1368,2023-04-07 10:51:00,Black Tea,Tea,Medium,3,7.5
1369,2023-01-30 20:16:00,Chocolate Cake,Dessert,Slice,3,9.0
1370,2023-01-20 11:48:00,Latte,Coffee,Large,3,12.0
1371,2023-02-21 06:54:00,Blueberry Muffin,Snack,Standard,4,8.0
1372,2023-03-24 23:40:00,Iced Coffee,Coffee,Medium,2,7.0
1373,2023-03-30 09:42:00,Cappuccino,Coffee,Medium,4,14.0
1374,2023-04-01 07:41:00,Green Tea,Tea,Medium,2,6.0
1375,2023-03-10 19:52:00,Blueberry Muffin,Snack,Standard,1,2.0
1376,2023-02-26 17:38:00,Blueberry Muffin,Snack,Standard,2,4.0
1377,2023-01-09 08:22:00,Blueberry Muffin,Snack,Standard,4,8.0
1378,2023-06-06 21:31:00,Croissant,Snack,Standard,4,6.0
1379,2023-06-10 07:06:00,Latte,Coffee,Medium,4,14.0
1380,2023-01-08 01:37:00,Chocolate Cake,Dessert,Slice,3,9.0
1381,2023-01-22 18:10:00,Espresso,Coffee,Single,3,6.0
1382,2023-02-12 10:45:00,Croissant,Snack,Standard,1,1.5
1383,2023-05-17 05:39:00,Cheesecake,Dessert,Slice,2,7.0
1384,2023-01-01 07:53:00,Green Tea,Tea,Large,4,14.0
1385,2023-03-27 22:17:00,Espresso,Coffee,Single,4,8.0
1386,2023-03-26 09:25:00,Croissant,Snack,Standard,1,1.5
1387,2023-02-01 12:53:00,Iced Coffee,Coffee,Small,3,9.0
1388,2023-04-17 05:58:00,Blueberry Muffin,Snack,Standard,3,6.0
1389,2023-02-06 19:42:00,Espresso,Coffee,Single,3,6.0
1390,2023-02-05 14:59:00,Black Tea,Tea,Medium,1,2.5
1391,2023-03-27 16:48:00,Latte,Coffee,Large,3,12.0
1392,2023-05-12 11:09:00,Cheesecake,Dessert,Slice,2,7.0
1393,2023-01-20 00:39:00,Chocolate Cake,Dessert,Slice,4,12.0
1394,2023-05-10 23:54:00,Iced Coffee,Coffee,Small,1,3.0
1395,2023-01-30 14:14:00,Espresso,Coffee,Double,3,7.5
1396,2023-02-24 10:31:00,Latte,Coffee,Large,3,12.0
1397,2023-02-25 18:18:00,Green Tea,Tea,Large,1,3.5
1398,2023-06-06 06:31:00,Green Tea,Tea,Large,1,3.5
1399,2023-04-05 20:52:00,Blueberry Muffin,Snack,Standard,2,4.0
1400,2023-06-06 21:36:00,Iced Coffee,Coffee,Small,4,12.0
1401,2023-03-30 01:03:00,Blueberry Muffin,Snack,Standard,3,6.0
1402,2023-04-13 06:04:00,Cappuccino,Coffee,Large,1,4.0
1403,2023-01-20 23:50:00,Iced Coffee,Coffee,Large,2,8.0
1404,2023-01-05 11:20:00,Espresso,Coffee,Single,1,2.0
1405,2023-01-08 02:18:00,Green Tea,Tea,Small,4,10.0
1406,2023-03-30 21:51:00,Cheesecake,Dessert,Slice,3,10.5
1407,2023-01-16 11:27:00,Green Tea,Tea,Medium,4,12.0
1408,2023-03-18 16:19:00,Latte,Coffee,Small,2,6.0
1409,2023-01-03 15:30:00,Black Tea,Tea,Large,3,9.0
1410,2023-01-11 03:03:00,Latte,Coffee,Small,1,3.0
1411,2023-03-16 10:47:00,Cheesecake,Dessert,Slice,4,14.0
1412,2023-01-15 22:04:00,Croissant,Snack,Standard,3,4.5
1413,2023-01-24 16:48:00,Black Tea,Tea,Large,4,12.0
1414,2023-04-05 06:26:00,Cheesecake,Dessert,Slice,2,7.0
1415,2023-01-24 15:11:00,Blueberry Muffin,Snack,Standard,3,6.0
1416,2023-05-12 17:45:00,Green Tea,Tea,Medium,2,6.0
1417,2023-02-20 16:31:00,Latte,Coffee,Large,2,8.0
1418,2023-04-15 01:57:00,Latte,Coffee,Large,4,16.0
1419,2023-04-29 05:44:00,Iced Coffee,Coffee,Small,3,9.0
1420,2023-04-25 09:40:00,Blueberry Muffin,Snack,Standard,1,2.0
1421,2023-03-11 13:57:00,Espresso,Coffee,Double,4,10.0
1422,2023-01-28 08:51:00,Black Tea,Tea,Small,1,2.0
1423,2023-03-17 17:35:00,Espresso,Coffee,Single,4,8.0
1424,2023-03-26 17:46:00,Croissant,Snack,Standard,4,6.0
1425,2023-01-15 16:59:00,Black Tea,Tea,Small,3,6.0
1426,2023-04-21 14:26:00,Iced Coffee,Coffee,Small,2,6.0
1427,2023-03-09 23:36:00,Blueberry Muffin,Snack,Standard,4,8.0
1428,2023-05-06 08:18:00,Green Tea,Tea,Medium,3,9.0
1429,2023-05-02 06:15:00,Green Tea,Tea,Small,1,2.5
1430,2023-05-06 17:30:00,Espresso,Coffee,Single,1,2.0
1431,2023-03-07 03:01:00,Latte,Coffee,Small,1,3.0
1432,2023-06-01 08:02:00,Chocolate Cake,Dessert,Slice,3,9.0
1433,2023-04-10 17:06:00,Cheesecake,Dessert,Slice,4,14.0
1434,2023-01-05 20:28:00,Latte,Coffee,Medium,1,3.5
1435,2023-03-24 00:53:00,Latte,Coffee,Small,4,12.0
1436,2023-04-13 13:49:00,Iced Coffee,Coffee,Medium,2,7.0
1437,2023-01-28 20:18:00,Black Tea,Tea,Large,3,9.0
1438,2023-01-09 12:32:00,Iced Coffee,Coffee,Small,1,3.0
1439,2023-06-07 07:38:00,Croissant,Snack,Standard,3,4.5
1440,2023-06-04 18:08:00,Green Tea,Tea,Medium,4,12.0
1441,2023-05-26 18:14:00,Chocolate Cake,Dessert,Slice,1,3.0
1442,2023-06-17 00:41:00,Espresso,Coffee,Single,2,4.0
1443,2023-03-26 08:29:00,Black Tea,Tea,Medium,1,2.5
1444,2023-01-24 02:38:00,Black Tea,Tea,Small,2,4.0
1445,2023-04-16 12:50:00,Espresso,Coffee,Double,1,2.5
1446,2023-02-23 15:23:00,Croissant,Snack,Standard,3,4.5
1447,2023-01-04 13:35:00,Croissant,Snack,Standard,2,3.0
1448,2023-03-18 18:48:00,Espresso,Coffee,Double,1,2.5
1449,2023-06-27 07:26:00,Black Tea,Tea,Large,2,6.0
1450,2023-02-23 09:04:00,Green Tea,Tea,Large,2,7.0
1451,2023-03-08 06:36:00,Chocolate Cake,Dessert,Slice,3,9.0
1452,2023-01-25 05:41:00,Black Tea,Tea,Small,2,4.0
1453,2023-01-21 04:28:00,Iced Coffee,Coffee,Large,4,16.0
1454,2023-02-22 08:13:00,Croissant,Snack,Standard,3,4.5
1455,2023-01-11 04:05:00,Latte,Coffee,Small,4,12.0
1456,2023-02-27 17:18:00,Blueberry Muffin,Snack,Standard,2,4.0
1457,2023-05-26 13:27:00,Cappuccino,Coffee,Medium,3,10.5
1458,2023-04-26 13:46:00,Espresso,Coffee,Single,1,2.0
1459,2023-03-24 00:36:00,Blueberry Muffin,Snack,Standard,2,4.0
1460,2023-06-16 00:48:00,Black Tea,Tea,Medium,3,7.5
1461,2023-05-31 05:58:00,Blueberry Muffin,Snack,Standard,4,8.0
1462,2023-02-16 09:24:00,Green Tea,Tea,Small,3,7.5
1463,2023-05-18 15:36:00,Black Tea,Tea,Small,2,4.0
1464,2023-02-26 07:24:00,Cheesecake,Dessert,Slice,4,14.0
1465,2023-06-18 03:27:00,Green Tea,Tea,Large,3,10.5
1466,2023-05-14 15:09:00,Cappuccino,Coffee,Small,4,12.0
1467,2023-01-25 00:25:00,Iced Coffee,Coffee,Small,4,12.0
1468,2023-06-28 10:45:00,Cappuccino,Coffee,Large,2,8.0
1469,2023-04-08 16:58:00,Cheesecake,Dessert,Slice,4,14.0
1470,2023-02-27 08:22:00,Chocolate Cake,Dessert,Slice,3,9.0
1471,2023-01-03 17:01:00,Green Tea,Tea,Small,4,10.0
1472,2023-06-12 23:32:00,Latte,Coffee,Small,1,3.0
1473,2023-01-10 05:10:00,Espresso,Coffee,Single,1,2.0
1474,2023-01-28 12:53:00,Iced Coffee,Coffee,Medium,2,7.0
1475,2023-04-13 20:58:00,Cappuccino,Coffee,Medium,1,3.5
1476,2023-04-08 00:59:00,Blueberry Muffin,Snack,Standard,2,4.0
1477,2023-04-18 20:21:00,Blueberry Muffin,Snack,Standard,4,8.0
1478,2023-06-26 08:42:00,Green Tea,Tea,Medium,3,9.0
1479,2023-05-31 08:27:00,Chocolate Cake,Dessert,Slice,2,6.0
1480,2023-05-17 03:17:00,Green Tea,Tea,Medium,3,9.0
1481,2023-04-27 18:56:00,Cheesecake,Dessert,Slice,1,3.5
1482,2023-04-07 04:00:00,Espresso,Coffee,Single,3,6.0
1483,2023-03-24 19:58:00,Green Tea,Tea,Large,3,10.5
1484,2023-02-21 16:07:00,Blueberry Muffin,Snack,Standard,1,2.0
1485,2023-02-27 13:48:00,Black Tea,Tea,Medium,2,5.0
1486,2023-04-30 16:48:00,Latte,Coffee,Large,2,8.0
1487,2023-03-11 00:35:00,Espresso,Coffee,Single,1,2.0
1488,2023-04-05 17:59:00,Cheesecake,Dessert,Slice,4,14.0
1489,2023-03-06 01:35:00,Blueberry Muffin,Snack,Standard,1,2.0
1490,2023-01-27 10:36:00,Chocolate Cake,Dessert,Slice,4,12.0
1491,2023-06-09 03:00:00,Croissant,Snack,Standard,1,1.5
1492,2023-02-20 16:00:00,Green Tea,Tea,Medium,3,9.0
1493,2023-01-02 01:00:00,Croissant,Snack,Standard,4,6.0
1494,2023-01-06 22:53:00,Iced Coffee,Coffee,Large,1,4.0
1495,2023-04-30 09:29:00,Cappuccino,Coffee,Large,3,12.0
1496,2023-02-22 16:46:00,Chocolate Cake,Dessert,Slice,4,12.0
1497,2023-05-04 03:01:00,Cheesecake,Dessert,Slice,1,3.5
1498,2023-04-22 20:20:00,Espresso,Coffee,Single,3,6.0
1499,2023-04-29 05:05:00,Latte,Coffee,Large,3,12.0
1500,2023-01-01 19:29:00,Iced Coffee,Coffee,Large,3,12.0
1501,2023-02-20 14:48:00,Chocolate Cake,Dessert,Slice,4,12.0
1502,2023-05-09 01:13:00,Cappuccino,Coffee,Small,1,3.0
1503,2023-02-25 10:34:00,Blueberry Muffin,Snack,Standard,3,6.0
1504,2023-06-17 19:48:00,Blueberry Muffin,Snack,Standard,4,8.0
1505,2023-02-07 04:16:00,Green Tea,Tea,Large,1,3.5
1506,2023-01-31 23:03:00,Chocolate Cake,Dessert,Slice,4,12.0
1507,2023-03-05 02:21:00,Black Tea,Tea,Small,4,8.0
1508,2023-03-01 12:25:00,Blueberry Muffin,Snack,Standard,3,6.0
1509,2023-03-14 11:21:00,Croissant,Snack,Standard,4,6.0
1510,2023-05-12 19:22:00,Green Tea,Tea,Small,3,7.5
1511,2023-06-16 01:30:00,Espresso,Coffee,Double,1,2.5
1512,2023-04-09 18:24:00,Chocolate Cake,Dessert,Slice,2,6.0
1513,2023-04-04 01:32:00,Croissant,Snack,Standard,3,4.5
1514,2023-01-26 10:08:00,Green Tea,Tea,Medium,4,12.0
1515,2023-04-24 19:53:00,Chocolate Cake,Dessert,Slice,3,9.0
1516,2023-02-27 09:21:00,Black Tea,Tea,Medium,2,5.0
1517,2023-05-04 16:55:00,Cheesecake,Dessert,Slice,2,7.0
1518,2023-05-09 22:20:00,Cheesecake,Dessert,Slice,3,10.5
1519,2023-06-21 01:27:00,Cheesecake,Dessert,Slice,4,14.0
1520,2023-03-01 09:05:00,Iced Coffee,Coffee,Large,1,4.0
1521,2023-02-20 07:37:00,Cappuccino,Coffee,Large,2,8.0
1522,2023-03-30 17:38:00,Croissant,Snack,Standard,1,1.5
1523,2023-04-20 05:22:00,Latte,Coffee,Large,3,12.0
1524,2023-04-13 16:34:00,Iced Coffee,Coffee,Medium,2,7.0
1525,2023-04-03 18:47:00,Cheesecake,Dessert,Slice,2,7.0
1526,2023-06-22 22:17:00,Blueberry Muffin,Snack,Standard,4,8.0
1527,2023-06-05 13:28:00,Chocolate Cake,Dessert,Slice,2,6.0
1528,2023-03-07 01:12:00,Espresso,Coffee,Single,1,2.0
1529,2023-02-11 21:44:00,Cappuccino,Coffee,Medium,4,14.0
1530,2023-01-01 19:16:00,Blueberry Muffin,Snack,Standard,4,8.0
1531,2023-05-20 06:15:00,Iced Coffee,Coffee,Large,1,4.0
1532,2023-01-04 15:14:00,Croissant,Snack,Standard,3,4.5
1533,2023-04-09 11:00:00,Chocolate Cake,Dessert,Slice,1,3.0
1534,2023-04-27 04:17:00,Espresso,Coffee,Double,2,5.0
1535,2023-03-20 04:32:00,Latte,Coffee,Large,1,4.0
1536,2023-02-17 10:34:00,Cheesecake,Dessert,Slice,1,3.5
1537,2023-05-22 07:02:00,Croissant,Snack,Standard,2,3.0
1538,2023-02-21 12:01:00,Cheesecake,Dessert,Slice,3,10.5
1539,2023-06-03 03:38:00,Iced Coffee,Coffee,Small,3,9.0
1540,2023-01-08 18:44:00,Espresso,Coffee,Single,3,6.0
1541,2023-01-30 05:43:00,Green Tea,Tea,Small,4,10.0
1542,2023-06-14 02:06:00,Cappuccino,Coffee,Large,3,12.0
1543,2023-03-13 09:27:00,Black Tea,Tea,Small,4,8.0
1544,2023-01-23 11:26:00,Latte,Coffee,Small,4,12.0
1545,2023-04-22 15:18:00,Black Tea,Tea,Medium,4,10.0
1546,2023-01-29 04:02:00,Latte,Coffee,Small,1,3.0
1547,2023-01-24 15:21:00,Espresso,Coffee,Single,2,4.0
1548,2023-06-13 12:41:00,Latte,Coffee,Large,4,16.0
1549,2023-04-30 22:38:00,Cheesecake,Dessert,Slice,3,10.5
1550,2023-03-11 02:52:00,Cappuccino,Coffee,Small,3,9.0
1551,2023-01-26 04:49:00,Croissant,Snack,Standard,3,4.5
1552,2023-04-04 06:06:00,Green Tea,Tea,Large,2,7.0
1553,2023-05-06 07:03:00,Espresso,Coffee,Double,3,7.5
1554,2023-05-25 06:10:00,Croissant,Snack,Standard,1,1.5
1555,2023-02-11 17:51:00,Latte,Coffee,Medium,4,14.0
1556,2023-01-11 14:21:00,Iced Coffee,Coffee,Medium,4,14.0
1557,2023-02-07 16:33:00,Latte,Coffee,Large,2,8.0
1558,2023-04-08 05:25:00,Blueberry Muffin,Snack,Standard,3,6.0
1559,2023-04-30 16:26:00,Chocolate Cake,Dessert,Slice,3,9.0
1560,2023-03-26 01:51:00,Espresso,Coffee,Single,4,8.0
1561,2023-01-24 21:32:00,Black Tea,Tea,Medium,4,10.0
1562,2023-06-04 00:50:00,Green Tea,Tea,Medium,3,9.0
1563,2023-03-21 00:36:00,Espresso,Coffee,Double,2,5.0
1564,2023-05-11 17:40:00,Cheesecake,Dessert,Slice,3,10.5
1565,2023-04-22 23:52:00,Latte,Coffee,Small,3,9.0
1566,2023-03-08 01:30:00,Black Tea,Tea,Medium,3,7.5
1567,2023-06-01 19:00:00,Green Tea,Tea,Large,2,7.0
1568,2023-01-17 18:39:00,Cheesecake,Dessert,Slice,4,14.0
1569,2023-04-20 00:27:00,Cappuccino,Coffee,Small,3,9.0
1570,2023-05-10 01:01:00,Blueberry Muffin,Snack,Standard,2,4.0
1571,2023-01-11 12:23:00,Blueberry Muffin,Snack,Standard,4,8.0
1572,2023-06-07 20:01:00,Blueberry Muffin,Snack,Standard,1,2.0
1573,2023-04-03 11:40:00,Cappuccino,Coffee,Small,1,3.0
1574,2023-01-08 08:35:00,Cheesecake,Dessert,Slice,1,3.5
1575,2023-01-06 13:48:00,Latte,Coffee,Medium,2,7.0
1576,2023-04-27 09:48:00,Latte,Coffee,Medium,4,14.0
1577,2023-06-13 01:25:00,Blueberry Muffin,Snack,Standard,3,6.0
1578,2023-01-02 19:37:00,Green Tea,Tea,Large,2,7.0
1579,2023-05-03 08:35:00,Chocolate Cake,Dessert,Slice,4,12.0
1580,2023-06-25 08:37:00,Green Tea,Tea,Large,3,10.5
1581,2023-04-08 03:54:00,Chocolate Cake,Dessert,Slice,4,12.0
1582,2023-03-30 18:27:00,Latte,Coffee,Medium,1,3.5
1583,2023-05-03 08:04:00,Green Tea,Tea,Small,4,10.0
1584,2023-01-20 17:28:00,Espresso,Coffee,Double,2,5.0
1585,2023-03-22 16:40:00,Cheesecake,Dessert,Slice,4,14.0
1586,2023-03-14 15:18:00,Latte,Coffee,Small,3,9.0
1587,2023-02-15 14:15:00,Cappuccino,Coffee,Medium,1,3.5
1588,2023-01-23 16:57:00,Espresso,Coffee,Double,2,5.0
1589,2023-04-02 19:48:00,Iced Coffee,Coffee,Large,3,12.0
1590,2023-04-29 05:53:00,Espresso,Coffee,Double,4,10.0
1591,2023-04-22 20:25:00,Chocolate Cake,Dessert,Slice,3,9.0
1592,2023-01-22 13:57:00,Cheesecake,Dessert,Slice,3,10.5
1593,2023-03-13 17:47:00,Green Tea,Tea,Large,2,7.0
1594,2023-06-05 16:36:00,Blueberry Muffin,Snack,Standard,1,2.0
1595,2023-04-18 11:28:00,Croissant,Snack,Standard,2,3.0
1596,2023-02-06 14:13:00,Black Tea,Tea,Large,1,3.0
1597,2023-06-01 08:23:00,Chocolate Cake,Dessert,Slice,4,12.0
1598,2023-05-05 16:22:00,Croissant,Snack,Standard,4,6.0
1599,2023-03-16 14:33:00,Iced Coffee,Coffee,Small,4,12.0
1600,2023-01-12 06:16:00,Latte,Coffee,Large,3,12.0
1601,2023-06-07 08:54:00,Iced Coffee,Coffee,Medium,3,10.5
1602,2023-05-17 16:45:00,Chocolate Cake,Dessert,Slice,3,9.0
1603,2023-03-19 07:57:00,Green Tea,Tea,Large,1,3.5
1604,2023-06-15 01:01:00,Green Tea,Tea,Small,2,5.0
1605,2023-01-30 04:44:00,Green Tea,Tea,Small,2,5.0
1606,2023-04-13 13:38:00,Espresso,Coffee,Single,1,2.0
1607,2023-06-07 09:57:00,Iced Coffee,Coffee,Small,3,9.0
1608,2023-04-14 02:44:00,Cheesecake,Dessert,Slice,2,7.0
1609,2023-05-08 12:03:00,Latte,Coffee,Medium,3,10.5
1610,2023-06-25 16:16:00,Chocolate Cake,Dessert,Slice,3,9.0
1611,2023-03-20 03:30:00,Black Tea,Tea,Large,4,12.0
1612,2023-01-01 10:48:00,Latte,Coffee,Small,1,3.0
1613,2023-06-11 10:30:00,Cappuccino,Coffee,Large,4,16.0
1614,2023-06-05 05:31:00,Croissant,Snack,Standard,4,6.0
1615,2023-04-13 18:10:00,Iced Coffee,Coffee,Small,4,12.0
1616,2023-04-05 08:22:00,Croissant,Snack,Standard,2,3.0
1617,2023-02-27 15:08:00,Cappuccino,Coffee,Large,1,4.0
1618,2023-02-14 10:38:00,Green Tea,Tea,Small,4,10.0
1619,2023-04-25 16:57:00,Green Tea,Tea,Large,4,14.0
1620,2023-05-13 02:01:00,Latte,Coffee,Small,3,9.0
1621,2023-05-24 11:48:00,Espresso,Coffee,Double,1,2.5
1622,2023-06-18 14:22:00,Green Tea,Tea,Small,1,2.5
1623,2023-01-11 11:34:00,Cappuccino,Coffee,Small,1,3.0
1624,2023-05-22 07:00:00,Black Tea,Tea,Large,2,6.0
1625,2023-05-14 16:16:00,Latte,Coffee,Medium,3,10.5
1626,2023-06-27 23:22:00,Cheesecake,Dessert,Slice,2,7.0
1627,2023-03-21 19:16:00,Chocolate Cake,Dessert,Slice,1,3.0
1628,2023-05-07 01:29:00,Latte,Coffee,Small,4,12.0
1629,2023-03-30 01:02:00,Latte,Coffee,Large,3,12.0
1630,2023-01-07 01:56:00,Chocolate Cake,Dessert,Slice,2,6.0
1631,2023-01-01 23:02:00,Blueberry Muffin,Snack,Standard,4,8.0
1632,2023-01-11 16:16:00,Cappuccino,Coffee,Medium,2,7.0
1633,2023-04-07 08:43:00,Cappuccino,Coffee,Small,4,12.0
1634,2023-01-31 02:13:00,Green Tea,Tea,Medium,2,6.0
1635,2023-04-07 19:44:00,Latte,Coffee,Small,2,6.0
1636,2023-01-16 13:17:00,Latte,Coffee,Medium,3,10.5
1637,2023-02-03 02:55:00,Chocolate Cake,Dessert,Slice,4,12.0
1638,2023-01-16 22:18:00,Chocolate Cake,Dessert,Slice,2,6.0
1639,2023-01-11 20:24:00,Green Tea,Tea,Medium,4,12.0
1640,2023-04-23 10:56:00,Iced Coffee,Coffee,Small,4,12.0
1641,2023-02-25 15:51:00,Cheesecake,Dessert,Slice,4,14.0
1642,2023-06-20 22:26:00,Cheesecake,Dessert,Slice,3,10.5
1643,2023-01-20 20:21:00,Iced Coffee,Coffee,Small,1,3.0
1644,2023-05-30 14:04:00,Espresso,Coffee,Double,2,5.0
1645,2023-05-14 23:45:00,Blueberry Muffin,Snack,Standard,1,2.0
1646,2023-03-15 23:34:00,Espresso,Coffee,Single,2,4.0
1647,2023-01-23 13:56:00,Croissant,Snack,Standard,2,3.0
1648,2023-05-28 01:58:00,Green Tea,Tea,Medium,3,9.0
1649,2023-01-14 14:24:00,Latte,Coffee,Small,1,3.0
1650,2023-03-20 09:54:00,Green Tea,Tea,Medium,1,3.0
1651,2023-02-11 20:49:00,Espresso,Coffee,Double,3,7.5
1652,2023-03-30 20:00:00,Espresso,Coffee,Double,2,5.0
1653,2023-06-27 10:12:00,Cheesecake,Dessert,Slice,1,3.5
1654,2023-05-27 07:45:00,Black Tea,Tea,Medium,4,10.0
1655,2023-03-31 10:59:00,Iced Coffee,Coffee,Large,3,12.0
1656,2023-06-11 00:28:00,Croissant,Snack,Standard,1,1.5
1657,2023-02-28 01:41:00,Black Tea,Tea,Small,3,6.0
1658,2023-03-13 04:06:00,Black Tea,Tea,Large,4,12.0
1659,2023-04-17 20:16:00,Cappuccino,Coffee,Small,3,9.0
1660,2023-03-07 06:40:00,Latte,Coffee,Small,4,12.0
1661,2023-03-15 02:23:00,Cheesecake,Dessert,Slice,4,14.0
1662,2023-06-26 23:11:00,Cheesecake,Dessert,Slice,2,7.0
1663,2023-04-10 03:33:00,Cheesecake,Dessert,Slice,4,14.0
1664,2023-03-22 11:11:00,Black Tea,Tea,Small,4,8.0
1665,2023-02-06 14:22:00,Black Tea,Tea,Small,2,4.0
1666,2023-05-19 02:34:00,Cheesecake,Dessert,Slice,3,10.5
1667,2023-02-15 12:25:00,Black Tea,Tea,Small,4,8.0
1668,2023-04-03 06:49:00,Latte,Coffee,Small,3,9.0
1669,2023-06-28 05:32:00,Black Tea,Tea,Large,3,9.0
1670,2023-03-11 14:20:00,Espresso,Coffee,Double,2,5.0
1671,2023-01-03 02:31:00,Green Tea,Tea,Large,1,3.5
1672,2023-02-25 00:06:00,Blueberry Muffin,Snack,Standard,4,8.0
1673,2023-02-11 22:31:00,Latte,Coffee,Large,4,16.0
1674,2023-03-30 10:08:00,Green Tea,Tea,Medium,3,9.0
1675,2023-04-10 21:53:00,Iced Coffee,Coffee,Large,3,12.0
1676,2023-06-25 07:31:00,Black Tea,Tea,Medium,4,10.0
1677,2023-05-07 08:01:00,Cheesecake,Dessert,Slice,1,3.5
1678,2023-06-26 13:32:00,Croissant,Snack,Standard,4,6.0
1679,2023-01-04 21:19:00,Latte,Coffee,Medium,2,7.0
